BertzCT,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Chi4n,EState_VSA1,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomMolWt,Kappa3,MaxAbsEStateIndex,MinEStateIndex,NumHeteroatoms,SMR_VSA10,SMR_VSA5,SlogP_VSA3,VSA_EState9
635.0746548,12.67405237,7.079025681,9.674162631,5.530636107,7.079025681,3.919176401,2.288491184,52.95816849,388.0072825,0.652173913,1.260869565,1.826086957,-1.34,373.012,6.724301321,12.33403148,-5.066255336,16,15.64539425,24.09901032,31.96194817,54.69822851
353.9891502,8.343336593,5.948237399,5.948237399,4.056780309,4.056780309,2.449867432,0.790638472,46.65774209,232.034804,1.214285714,1.857142857,2.285714286,-1.27,219.021,6.337936228,10.86964908,-4.638553634,8,18.85609856,6.103966388,18.34940556,47.4024844
305.926212,5.91279002,3.330286551,3.330286551,2.337902193,2.337902193,1.390498551,0.752946491,5.969305288,148.0735589,1.230769231,1.923076923,2.0,-1.31,136.062,2.667823291,10.73287037,-1.628518519,3,5.969305288,0.0,4.794537184,35.66666667
18.85475297,2.27005561,1.124654368,1.124654368,0.519018036,0.519018036,0.0,0.0,6.093240071,74.04801281,1.5,1.9,1.9,-0.79,68.031,3.21,8.977407407,-1.189814815,3,0.0,0.0,0.0,16.92361111
653.2539995,9.754672735,7.848912828,7.848912828,5.91279002,5.91279002,3.97897261,2.569694053,24.60192589,316.269519,1.166666667,1.833333333,2.333333333,-1.63,292.111,1.394402828,9.912037037,-0.382670697,10,0.0,68.59025144,4.736862954,53.37823529
529.3124141,8.517455851,5.138524125,6.668820868,3.168051559,4.663357648,2.670321389,1.880875391,38.96937942,267.0507884,1.363636364,2.045454546,2.636363636,-1.59,253.062,3.871377145,10.63076405,-4.967774278,11,14.29491799,24.53980033,13.8256584,63.68177599
26.26466251,2.0,2.095445115,2.095445115,0.447833437,0.447833437,0.0,0.0,0.0,74.08439832,1.75,2.25,2.25,-0.33,64.047,2.35,8.6875,-1.025416667,2,6.286160523,0.0,4.794537184,12.5
1122.912455,15.6989964,9.898174735,12.98083525,7.647894581,10.67913842,7.726923973,3.70492809,91.16185391,504.1690349,1.136363636,1.896551724,2.310344828,-0.57,472.182,6.724301321,10.48768519,-5.595602014,18,15.64539425,49.07960067,38.35629747,97.33333333
176.8771238,5.574586063,3.915975403,3.915975403,2.757261669,2.757261669,1.827001623,0.895229535,30.56349877,178.047738,1.333333333,1.916666667,2.416666667,-1.65,168.06,3.646722911,10.62639393,-1.328337764,5,17.84579031,18.88348408,14.38361155,45.66666667
1785.110653,21.51367677,12.85278951,17.18688425,10.410774352,13.67276059,8.36459048,3.852549146,84.55497195,662.0873833,1.055555556,1.722222222,2.37037037,-2.44,641.886,12.85403918,12.68579458,-5.575940976,29,69.14135342,63.43685075,50.69749222,100.9978782
176.8771238,5.574586063,3.176829091,3.176829091,2.558245711,2.558245711,1.323736358,0.736280136,36.35060992,178.047738,1.0625,1.625,2.125,-0.98,168.06,3.518164452,10.66490741,-1.59287037,6,11.75255023,24.41586555,9.589074368,44.5
340.3731748,7.468432913,4.604501807,4.604501807,2.816314032,2.816314032,1.920815796,1.247285731,36.9920528,196.0583027,1.357142857,2.214285714,2.714285714,-1.97,184.106,2.757388143,10.82836341,-1.819768519,8,11.87648502,12.46266245,9.589074368,43.0
540.2497995,8.517455851,5.990782224,6.153838138,3.551531429,4.577082557,2.797412416,1.891733811,52.26919257,255.0967539,0.916666667,1.555555556,2.333333333,-0.44,244.161,5.869198966,11.76626469,-1.294074074,16,21.42863919,31.02274752,18.94745182,50.25
289.9017745,9.558550648,5.259616277,7.138690453,4.077727699,6.654323453,2.789216925,1.770578623,45.07334581,260.0297186,0.909090909,1.454545455,2.090909091,-0.09,247.031,4.286691532,11.5263265,-4.73157435,11,7.822697123,30.70589228,13.8256584,44.6402155
59.81353753,4.03658126,2.281282199,2.281282199,1.622740754,1.622740754,0.35739023,0.0,5.969305288,90.03169405,1.833333333,2.333333333,2.333333333,-1.51,84.03,1.47,9.958333333,-0.851851852,3,5.969305288,12.46266245,4.794537184,21.33333333
72.82892142,3.180739213,2.095903689,2.095903689,1.285967068,1.285967068,0.447833437,0.171622085,18.3594322,126.0429274,1.571428571,2.0,2.0,-0.61,120.067,2.132115028,9.855740741,-0.928240741,4,5.969305288,6.103966388,4.794537184,29.5
1131.608133,22.77667246,13.94439369,20.99069013,10.55141702,14.72097616,10.66011225,4.886556499,84.55497195,823.1414237,0.804878049,1.317073171,1.829268293,-2.36,783.285,12.87649819,12.62684059,-5.572895809,28,69.14135342,83.51908644,50.69749222,107.5227871
310.6291905,8.092224153,5.749640156,5.749640156,4.267025738,4.267025738,3.099773592,2.087652949,12.01114612,280.2402303,1.0,1.80952381,2.5,-1.01,248.196,3.479710145,11.22158687,-1.291111111,3,11.75255023,75.13500784,9.589074368,53.16666667
892.666285,9.528440545,5.985558532,5.985558532,4.248140504,4.248140504,1.951086852,1.120915327,5.969305288,283.0916685,1.181818182,1.96969697,2.5,-2.16,261.076,3.266728351,11.5263265,-0.784421296,8,11.87648502,12.52478801,23.51010466,65.33333333
349.6779893,9.952397498,5.976884306,5.976884306,3.128350683,4.27637497,2.167854508,0.503410847,83.90806413,285.1364935,0.964285714,1.476190476,1.857142857,-0.64,266.191,5.363379356,10.09087065,-4.742887023,13,7.822697123,42.72776471,23.68431477,69.73589582
584.1983388,12.20190726,7.066209549,8.065214964,5.988750352,6.465608489,4.823871429,2.47804266,52.95816849,389.0736491,1.333333333,2.0,2.666666667,0.03,373.133,3.646722911,10.49082606,-5.099222608,15,15.64539425,24.53980033,22.97212808,47.4024844
531.7686034,8.517455851,5.985558532,5.985558532,3.494195557,3.494195557,2.270069222,1.120915327,12.01114612,226.047738,1.388888889,2.0,2.666666667,-1.29,212.116,2.911616598,10.40788265,-1.002013889,4,16.87223022,12.84164325,11.21535881,46.83333333
298.0546159,5.574586063,3.431698411,3.431698411,2.586853968,2.586853968,1.720116264,0.985126752,24.14654335,176.0684735,1.166666667,1.75,2.083333333,-1.59,164.072,3.519819885,10.59031557,-1.628518519,5,11.93861058,25.5524916,9.589074368,39.5
528.665639,7.236382105,4.005599155,4.005599155,3.236924294,3.236924294,2.124597531,1.081733811,5.969305288,174.0684735,1.555555556,2.0,3.333333333,-1.14,160.088,1.471784033,10.00277778,-0.955138889,2,11.96924436,0.0,0.0,33.66666667
146.2188491,5.698377303,3.713128989,3.713128989,2.816708822,2.816708822,1.910460047,0.824717296,24.60192589,180.0633881,1.357142857,1.928571429,2.285714286,-0.2,168.06,1.636117029,8.87662037,-1.413194444,6,0.0,24.60192589,4.736862954,34.41666667
205.1594481,5.91279002,3.473677693,3.473677693,2.83450637,2.83450637,1.891660014,0.829304309,0.0,206.0375673,1.333333333,1.833333333,2.666666667,-1.91,196.07,1.520844812,10.50269747,-1.052991168,6,11.56648989,6.103966388,4.736862954,33.58333333
494.2936204,7.236382105,4.441466753,4.441466753,3.692812441,3.692812441,2.926205155,1.439670231,17.72185552,194.0426527,0.916666667,1.555555556,2.0,-2.25,184.059,1.747612859,11.83760654,-1.109953704,7,0.0,12.20793278,11.83581209,53.66666667
26.26466251,2.64273441,1.689532624,1.689532624,1.643724546,1.643724546,0.0,0.0,12.51406169,90.03169405,1.8,2.0,2.4,-0.04,84.03,3.43,9.636574074,-1.833333333,3,5.969305288,6.9237372,4.794537184,21.66666667
1122.912455,16.59866187,10.97454541,13.96543564,8.416621895,11.54040663,8.36459048,3.607504151,91.16185391,589.071005,1.181818182,1.690909091,2.345454546,-1.87,542.11,7.658655558,12.64225043,-5.444269153,21,15.64539425,69.41002225,36.75648535,84.5
489.2936204,8.092224153,5.143525339,5.143525339,3.70285439,3.70285439,2.934607334,1.642461515,6.041840829,227.0793725,1.714285714,2.0,2.428571429,-1.67,214.112,1.520844812,10.22997307,-0.854852109,6,15.9299439,12.46266245,11.21535881,39.0
1239.282494,18.04735027,13.14200715,15.63787977,10.72680168,13.71394618,8.316267488,3.798553119,101.1989153,607.0815697,1.056603774,1.735849057,2.396226415,-1.87,580.139,7.658655558,12.43866522,-5.627087584,22,21.55257398,62.10730426,36.75648535,90.25338678
635.0746548,15.11049699,9.957047497,9.957047497,9.042890722,9.042890722,8.36459048,7.241293732,111.9383227,530.180447,0.836363636,1.454545455,2.227272727,-0.56,504.659,16.41945814,12.09279628,-2.221747921,20,0.0,92.11767684,23.68431477,84.43839499
396.0135696,7.43042811,4.337840531,4.337840531,3.484267642,3.484267642,2.441329319,1.794089503,39.15157356,215.0194883,1.2,1.8,2.2,-1.95,205.018,2.773852931,10.405416,-4.640983832,8,11.93861058,12.08368166,13.8256584,52.33333333
801.76202,14.37911652,11.84597657,11.84597657,8.299247443,8.299247443,5.148243798,3.691667633,40.68811016,477.054961,1.166666667,1.833333333,2.541666667,-1.32,456.088,6.617982879,12.4289585,-1.863973748,10,32.8000429,69.34789669,19.17814874,83.57088774
202.2149912,5.53658126,3.876105059,3.876105059,2.339632202,2.339632202,1.286449932,0.826742777,12.01114612,176.032088,1.666666667,2.25,2.666666667,-0.61,168.06,2.132115028,10.27180556,-1.697962963,4,5.969305288,12.46266245,4.794537184,34.16666667
305.0382098,5.074586063,3.431698411,3.431698411,2.817427517,2.817427517,1.923981799,1.120969646,0.0,180.0633881,1.333333333,1.833333333,2.416666667,-1.56,168.06,1.895375402,10.48486111,-0.369814815,6,0.0,6.420821623,6.420821623,41.66666667
559.5561849,7.194305874,4.577084214,5.595029218,3.990568329,4.577084214,2.567020736,1.575518244,44.87655915,260.0297186,1.454545455,2.090909091,2.590909091,-1.53,247.031,3.453383332,11.81749711,-4.967774278,11,13.79200241,24.53980033,13.8256584,54.9566251
240.2879489,4.698377303,2.688080385,2.688080385,1.812045589,1.812045589,1.091172246,0.592465594,5.969305288,117.0425931,1.3,1.8,2.2,-1.38,110.048,0.565412995,10.2691421,-0.933641975,4,11.65669156,0.0,0.0,20.05893519
635.0746548,10.30806041,7.998773377,10.3680388,6.796997633,9.609255522,6.482175992,4.931274012,46.24737705,364.0242564,0.743589744,1.205128205,1.692307692,-0.44,351.172,5.178431117,10.90929182,-1.697338435,12,0.0,61.41178456,23.68431477,72.98599292
209.9198834,4.201907263,2.824131184,2.824131184,1.457012673,1.904226268,1.127414669,0.597652238,0.0,119.0582431,1.538461539,2.0,2.307692308,-1.77,112.109,3.621808126,10.23630212,0.039907407,3,17.74406608,13.34455882,4.794537184,22.37717593
86.10749561,4.03658126,2.786075375,2.786075375,1.477828803,1.477828803,0.649213498,0.167465307,0.0,92.0109586,1.833333333,2.333333333,2.333333333,-0.57,84.03,0.810455262,9.873333333,-0.369814815,2,0.0,6.103966388,0.0,23.33333333
140.9737366,4.947264863,2.618261737,2.618261737,1.786488489,1.786488489,0.902340591,0.350229475,30.24664353,147.0531578,1.2,1.1,1.4,-1.06,138.058,2.450658096,9.855740741,-1.931851852,5,11.93861058,12.52478801,9.589074368,41.83333333
753.9788373,10.14706571,9.209289165,9.209289165,8.299247443,8.299247443,5.153470701,3.702850898,5.428790392,288.2453156,1.0,1.619047619,2.339285714,-0.63,260.207,1.837078375,12.26477372,-0.08827339,2,5.783244946,71.31801377,0.0,45.5
459.0028659,7.43042811,4.317724175,4.317724175,3.812506039,3.812506039,2.164681597,1.491373873,36.80985867,224.0585775,1.230769231,2.076923077,2.461538462,-1.77,212.116,2.484272212,11.12942793,-1.08792335,9,5.969305288,36.80985867,14.32593732,53.0
307.5637747,4.327185822,2.933061259,2.933061259,2.123168125,2.123168125,1.291690175,0.078092629,10.39900058,149.0476785,1.272727273,2.0,2.272727273,-1.07,142.093,3.017821871,10.14372685,-4.666666667,5,10.39900058,0.0,10.39900058,7.574074074
430.827248,7.092224153,4.267025738,5.143525339,3.067694168,3.067694168,2.579511904,1.348501199,36.9920528,227.0906059,1.352941177,2.117647059,2.529411765,-1.27,214.112,3.12334558,10.21500031,-1.301460297,9,11.93861058,24.41586555,9.589074368,43.0
577.5257954,10.34915521,6.915766907,6.915766907,5.544004097,5.544004097,3.692321152,2.006550231,23.88763113,322.1198574,1.190476191,1.904761905,2.523809524,-1.82,300.228,4.267132721,12.08417562,-1.296235228,6,11.93861058,37.95302849,9.589074368,92.0
289.7237977,7.194305874,3.971007039,4.56200947,2.618022907,3.877675541,2.764849016,1.261435039,44.93868471,260.0297186,1.538461539,2.307692308,2.846153846,-0.09,247.031,5.848400351,10.87259023,-4.83308642,11,13.79200241,24.53980033,13.8256584,46.50906456
406.2684453,7.348353872,4.197596655,4.197596655,3.478541596,3.478541596,2.270069222,1.058931007,0.0,234.1732133,1.375,2.0,2.5625,-1.59,212.116,3.26101108,11.40887272,0.114814815,9,17.74406608,18.94560963,4.794537184,49.52725143
2160.386513,30.55509832,24.00323765,24.00323765,18.02589002,18.02589002,12.99123446,8.286451074,90.52427724,867.131253,0.941176471,1.567164179,2.202898551,-4.42,831.329,13.60059294,12.69297455,-1.343327664,29,43.02613554,173.5763855,9.589074368,125.5
171.3673488,4.680739213,2.925131184,2.925131184,2.272429169,2.272429169,0.955331676,0.452632399,24.40127303,148.0371734,1.6,2.1,2.3,-1.1,140.05,3.848565935,10.77925076,-1.739073654,6,11.93861058,6.103966388,9.589074368,34.58333333
1116.383091,19.27958332,13.4289369,15.0381022,11.64469843,14.6310562,9.576352212,5.790498098,0.0,548.0444559,1.070175439,1.771929825,2.456140351,-2.96,526.111,5.371071616,10.89397156,-0.226572462,1,0.0,106.9425309,0.0,74.83333333
2.0,1.414213562,0.894427191,0.894427191,0.136082764,0.136082764,0.0,0.0,0.0,32.02621475,1.285714286,1.928571429,1.928571429,-0.86,28.01,-4.470784314,3.777777778,0.75,2,0.0,0.0,0.0,12.4444444
571.6385353,10.85046029,9.179963579,9.179963579,9.027570389,9.027570389,6.25267736,4.163115231,0.0,402.3497807,1.0,1.6875,2.1875,-0.71,356.295,15.03388953,12.26889267,-0.36211404,3,10.11812686,75.70690909,15.87497995,48.66666667
224.5324319,6.308060413,3.588961869,5.126641809,2.333808238,3.419084537,2.293523982,0.767520568,0.0,171.0531578,1.454545455,1.909090909,2.181818182,-0.24,158.092,8.610843344,11.14509259,-0.379836546,3,17.74406608,31.02274752,4.794537184,26.77886561
135.3640961,3.125897658,1.261801681,1.691011045,0.942523706,1.961291813,0.738295074,0.150587842,17.91832585,140.9827089,1.333333333,1.888888889,1.888888889,-0.9,134.991,4.94,8.977407407,-1.636898148,5,11.93861058,13.34455882,9.589074368,33.83333333
851.1227865,16.09866187,12.43515478,12.43515478,11.43515478,11.43515478,8.38459048,3.358503582,0.0,607.0815697,0.894736842,1.52173913,2.473684211,-3.42,580.143,12.08703024,12.62684059,-0.379836546,1,0.0,106.9425309,0.0,86.87875285
1760.61252,24.42777712,15.1011891,20.60797463,11.51415859,13.69245576,11.17211742,4.585887212,84.55497195,823.1414237,0.904761905,1.523809524,2.158730159,-2.44,783.285,13.3506213,12.62684059,-5.559021169,28,69.14135342,64.25662157,50.69749222,100.8038337
481.2733343,17.59866187,10.73438103,13.72527126,8.949669033,11.41924726,9.310459844,3.798553119,84.55497195,556.2324826,1.085714286,1.742857143,2.285714286,-1.3,524.693,6.428684816,12.62684059,-5.559021169,23,40.33416525,64.25662157,31.57701771,73.71582565
233.1372664,5.414213562,3.125730372,3.125730372,2.473973055,2.473973055,1.245134123,0.656467881,36.35060992,192.0270026,1.444444444,1.888888889,2.0,-1.63,184.059,4.998517177,10.31555556,-2.738425926,7,17.90791586,18.44269406,14.38361155,54.25
569.1705594,6.485269665,4.392858618,4.392858618,4.562570985,4.562570985,2.764859756,1.116432633,6.103966388,192.0270026,1.125,2.25,2.625,-1.38,184.059,1.074893623,10.47726852,-0.097222222,5,0.0,24.53980033,0.0,52.33333333
